Card Concept,Card Element/Type/Slot,Name,Supertype,Type,Subtype,Element,Cost,Dedication,Text,Strength,Defense,Mana,Territory Defense,Flavor Text,Element ID,Card Number,Rarity,Deckbuilding Points,@dedication_image,@rarity_icon,@frame,Card ID,Art ID,@card_image,Set,Subset,@set_symbol,Copyright Text,Landscape Name,Supertype,Type,Subtype,Landscape Text,Landscape Flavor Text,@Landscape_Dedication,Landscape Mana,Landscape Defense,@rarity_icon_landscape,@image_landscape,Landscape Copyright Text,Ben's Rating,Dan's Rating
"Pay 1, until eot, this unit's strength and defense are equal to the number of hexes plus the number of charms in play.",Common Water Unit,Astral Warrior,,Unit,Spirit Warrior,Water,5,1,Pay {1}: Astral Warrior's Strength and Defense each become equal to the number of Hexes plus the number of Charms in play until the end of the turn.,0,2,,,,W,96,Common,0,dedication_Water_1.png,Common.png,frame_Unit_Water.psd,W96,19,019-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W96",,,,,,,,,,,,,,
"Counterattack, when this unit CIP or wins an attack, look at the top 3 cards of your deck and rearrange them (confessor)",Uncommon Water Unit,Ferrian Confessor,,Unit,Human Cleric,Water,4,1,"%Counterattack%§§%Hallowed% ÑWhen you summon Ferrian Confessor or he wins an attack, you may look at the top 3 cards of your deck and rearrange them.",2,3,,,,W,97,Uncommon,1,dedication_Water_1.png,Uncommon.png,frame_Unit_Water.psd,W97,44,044-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W97",,,,,,,,,,,,,,
"Gravebond - whenever a card leaves a discard pile, look at the top 3 cards of your deck and put them back in any order",Uncommon Water Unit,Crystal Cove Researcher,,Unit,Human Wizard,Water,3,1,"%Gravebond% Ñ Whenever a card leaves your discard pile, you may draw a card. If you do, put a card from your hand on top of your deck.",1,1,,,,W,98,Uncommon,1,dedication_Water_1.png,Uncommon.png,frame_Unit_Water.psd,W98,44,044-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W98",,,,,,,,,,,,,,
Tap to prevent target unit from moving this turn.,Uncommon Water Unit,Frostcaster Initiate,,Unit,Human Wizard,Water,3,1,"Pay {3}, £: Target non-Flying unit cannot move this turn. ^(Effects that would move that unit do not have any effect.)^",2,1,,,,W,99,Uncommon,1,dedication_Water_1.png,Uncommon.png,frame_Unit_Water.psd,W99,44,044-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W99",,,,,,,,,,,,,,
Hexes and charms you play cost 1 less. Hexes and charms your opponents play cost 1 more.,Uncommon Water Unit,Alteration Sage,,Unit,Capra Wizard,Water,5,3,Hexes and charms you play cost {1} less to play.§§Hexes and charms your opponents play cost {1} more to play.,3,3,,,,W,100,Uncommon,1,dedication_Water_3.png,Uncommon.png,frame_Unit_Water.psd,W100,44,044-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W100",,,,,,,,,,,,,,
"Siren with a tap to make you attack me ability. When this siren wins an attack or dies, you may play a spell in a player's discard pile with mana cost less than this unit's cost.",Rare Water Unit,Treasure Geist,,Unit,Elemental Spirit,Water,6,2,"When you summon Treasure Geist, you may banish target spell card in a discard pile with mana cost less than Treasure Geist's. If you do, play that card as you banish it.",3,3,,,,W,101,Rare,2,dedication_Water_2.png,Rare.png,frame_Unit_Water.psd,W101,44,044-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W101",,,,,,,,,,,,,,
"When this unit attacks, you may divide its attack among any number of adjacent enemy units and/or territories. (This unit may only attack a territory it is on).",Rare Water Unit,Malawan Hydra,,Unit,Hydra,Water,7,3,"When Malawan Hydra attacks, you may divide its attack dice among any number of adjacent enemy units and/or territories. ^(This unit may only attack a territory it is on, and only if no unit is defending that territory.)^",6,6,,,,W,102,Rare,2,dedication_Water_3.png,Rare.png,frame_Unit_Water.psd,W102,44,044-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W102",,,,,,,,,,,,,,
"Whenever a unit you control becomes the target of an opponent's spell, pay 2 to make that opponent discard and you draw that many cards.",Rare Water Unit,"Miria, Demagogue of Futility",Legendary,Unit,Human Cleric,Water,5,2,"Whenever a unit you control becomes the target of an opponent's spell, you may pay {2}. If you do, that opponent discards a card and you draw a card.",2,4,,,"§§^Miria traveled far and wide, discussing the virtues of Ix. She rarely discussed the Fourth Tennet, instead preferring to demonstrate it when attacked by dissenters.^",W,103,Rare,2,dedication_Water_2.png,Rare.png,frame_Unit_Water.psd,W103,41,041-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W103",,,,,,,,,,,,,,
"charm - When charmed unit wins a battle, draw a card.",Common Water Spell,Mental Link,Charm,Spell,Enchantment,Water,1,1,"Charm target Water unit. When charmed unit wins a battle, draw a card.",,,,,,W,104,Common,0,dedication_Water_1.png,Common.png,frame_Spell_Water.psd,W104,23,023-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W104",,,,,,,,,,,,,,
charm - add 1 mana each time this unit moves.,Common Water Spell,Lingering Waves,Charm,Spell,Alteration,Water,3,1,"Charm target unit. Each time charmed unit moves, if it is on an opponent's territory, add 1 mana to your mana supply.",,,,,,W,105,Common,0,dedication_Water_1.png,Common.png,frame_Spell_Water.psd,W105,25,025-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W105",,,,,,,,,,,,,,
"Ordeal by Water - return target unit to its owner's hand. If that unit is a shadow unit, instead that unit's owner sacrifices it unless they pay X, where X is that unit's mana cost.",Common Water Spell,Ordeal by Water,Strategic,Spell,Destruction,Water,5,2,"Return target unit to its owner's hand. If that unit is a Shadow unit, instead, that unit's owner sacrifices it unless they pay {X}, where {X} is that unit's mana cost.",,,,,,W,106,Common,0,dedication_Water_2.png,Common.png,frame_Spell_Water.psd,W106,36,036-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W106",,,,,,,,,,,,,,
"If a unit would deal damage this turn, it deals half that damage, rounded down, instead.",Common Water Spell,Aquatic Duel,Tactical,Spell,Conjuration,Water,3,1,"If a unit would deal damage this turn, it deals half that damage, rounded down, instead.",,,,,,W,107,Common,0,dedication_Water_1.png,Common.png,frame_tactical_Spell_Water.psd,W107,20,020-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W107",,,,,,,,,,,,,,
Two target units each get -2/+2,Common Water Strategy,Protective Barrier,Tactical,Spell,Enchantment,Water,4,2,Up to two target units each get -2/+2 until the end of the turn.,,,,,,W,108,Common,0,dedication_Water_2.png,Common.png,frame_tactical_Spell_Water.psd,W108,50,050-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W108",,,,,,,,,,,,,,
"Banish a unit in a discard, look at the top 3 cards of your deck and rearrange them.",Uncommon Water Spell,Whispers from the Deep,Tactical,Spell,Divination,Water,1,1,"As an additional cost to play Whispers from the Deep, banish a card in your discard pile.§§Look at the top 3 cards of your deck. Draw one of those cards and discard the rest.",,,,,,W,109,Uncommon,1,dedication_Water_1.png,Uncommon.png,frame_tactical_Spell_Water.psd,W109,24,024-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W109",,,,,,,,,,,,,,
"Each player discards two cards, then draws two cards.",Uncommon Water Spell,Draught of Knowledge,Strategic,Spell,Diviniation,Water,3,1,"Each player discards two cards, then draws two cards.",,,,,,W,110,Uncommon,1,dedication_Water_1.png,Uncommon.png,frame_Spell_Water.psd,W110,14,014-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W110",,,,,,,,,,,,,,
return target unit to its owners hand or counter target unit.,Uncommon Water Spell,Ferrian Nullification,Tactical,Spell,Negation,Water,6,1,"Counter target unit as it is being deployed. If that unit is countered in this way, return another target unit to its owner's hand.",,,,,,W,111,Uncommon,1,dedication_Water_1.png,Uncommon.png,frame_tactical_Spell_Water.psd,W111,22,022-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W111",,,,,,,,,,,,,,
"hex - unit gets Defense +3, can't move unless its owner pays {3}",Uncommon Water Spell,Icy Encumberance,Charm,Spell,Hex,Water,2,2,Charm target unit. Charmed unit gains %Defense +3%. Charmed unit cannot move unless its owner pays {3}.,,,,,,W,112,Uncommon,1,dedication_Water_2.png,Uncommon.png,frame_Spell_Water.psd,W112,3,003-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W112",,,,,,,,,,,,,,
"Charm - washed up on shore - when charmed unit dies, instead, put it into play under your control on a river you control. If you don't, banish it.",Rare Water Spell,Returned from the Sea,Charm,Spell,Divination,Water,5,1,"Charm target unit. When charmed unit dies, at the end of the turn, you may return charmed unit to play on a River you control. If you don't, banish it.",,,,,"§§^The seer looked at the young soldier with hollow eyes, and foretold of his death, and his eventual renewal. She praised the name of Ix.^",W,113,Rare,2,dedication_Water_1.png,Rare.png,frame_Spell_Water.psd,W113,7,007-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W113",,,,,,,,,,,,,,
"When target opponent uses mana in their mana supply this turn, empty their mana supply afterward.",Rare Water Spell,Empty the Well,Tactical,Spell,Negation,Water,3,1,"When target opponent uses mana from their mana supply this turn, empty their mana supply.",,,,,,W,114,Rare,2,dedication_Water_1.png,Rare.png,frame_tactical_Spell_Water.psd,W114,23,023-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W114",,,,,,,,,,,,,,
charm - gain control of target creature,Rare Water Spell,Shift Allegiances,Charm,Spell,Enchantment,Water,5,2,Charm target unit. Gain control of charmed unit.,,,,,,W,115,Rare,2,dedication_Water_2.png,Rare.png,frame_Spell_Water.psd,W115,7,007-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W115",,,,,,,,,,,,,,
Return all units not on a River to their owners' hands.,Rare Water Spell,Evacuation Order,Tactical,Spell,Destruction,Water,4,1,"Return each unit to its owner's hand, unless that unit is on a River.",,,,,,W,116,Rare,2,dedication_Water_1.png,Rare.png,frame_tactical_Spell_Water.psd,W116,14,014-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W116",,,,,,,,,,,,,,
River,Common Water Territory,River,Basic,Territory,River,Water,,1,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,,~1,2,,W,117,Common,0,dedication_Water_1.png,Common.png,frame_Territory_Water_Basic.psd,W117,30,030-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W117",River,Basic,Territory,River,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,dedication_Water_1.png,~1,2,Common.png,river_water.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W117",,
River,Common Water Territory,River,Basic,Territory,River,Water,,1,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,,~1,2,,W,118,Common,0,dedication_Water_1.png,Common.png,frame_Territory_Water_Basic.psd,W118,40,040-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W118",River,Basic,Territory,River,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,dedication_Water_1.png,~1,2,Common.png,river_water.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W118",,
River,Common Water Territory,River,Basic,Territory,River,Water,,1,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,,~1,2,,W,119,Common,0,dedication_Water_1.png,Common.png,frame_Territory_Water_Basic.psd,W119,15,015-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W119",River,Basic,Territory,River,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,dedication_Water_1.png,~1,2,Common.png,river_water.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W119",,
River,Common Water Territory,River,Basic,Territory,River,Water,,1,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,,~1,2,,W,120,Common,0,dedication_Water_1.png,Common.png,frame_Territory_Water_Basic.psd,W120,25,025-Prime-Water.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W120",River,Basic,Territory,River,"^River adds 1 mana to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Water.^",,dedication_Water_1.png,~1,2,Common.png,river_water.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - W120",,
"Cycle- if charmed, gets a bonus",Common Light Unit,Favored Soldier,,Unit,Human Soldier,Light,1,1,"If Favored Soldier is charmed, it gets +1/+1 and gains %Rally% {1} ^(you may pay {1} to advance or attack against the same unit after failing an attack. A unit may Rally only once per turn)^.",1,1,,,,L,121,Common,0,dedication_Light_1.png,Common.png,frame_Unit_Light.psd,L121,32,032-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L121",,,,,,,,,,,,,,
"When this unit comes into play or wins an attack, target unit gets +1/+1 until EOT.",Common Light Unit,Templar Recruit,,Unit,Human Templar,Light,1,1,"%Hallowed% Ñ When you summon Templar Recruit or she wins an attack, target unit you control gains +1/+1 until the end of the turn.",1,1,,,,L,122,Common,0,dedication_Light_1.png,Common.png,frame_Unit_Light.psd,L122,29,029-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L122",,,,,,,,,,,,,,
"When this unit comes into play or wins an attack, target unit gets protection from the element of your choice until the end of the next turn. (Speaker)",Common Light Unit,Speaker of Dawn,,Unit,Human Cleric,Light,3,1,"%Hallowed% Ñ When you summon Speaker of Dawn or he wins an attack, target unit gains %Protection% from the element of your choice until the end of the turn ^(half all damage, rounded down, that would be dealt by units of the chosen element)^.",2,2,,,,L,123,Common,0,dedication_Light_1.png,Common.png,frame_Unit_Light.psd,L123,34,034-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L123",,,,,,,,,,,,,,
Flying unit with rally 3,Common Light Unit,Swiftclaw Griffin,,Unit,Griffin,Light,4,2,%Flying% ^(This unit may move into and out of spaces occupied by enemy units.)^§§%Rally% {3} ^(You may pay {3} to advance or attack against the same unit again after failing an attack. A unit may Rally only once per turn.)^,2,2,,,,L,124,Common,0,dedication_Light_2.png,Common.png,frame_Unit_Light.psd,L124,9,009-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L124",,,,,,,,,,,,,,
"When this unit comes into play or wins an attack, put a +1/+1 counter on it.",Common Light Unit,Fervent Supporters,,Unit,Human Soldier,Light,3,1,"%Hallowed% Ñ When you summon Fervent Supporters or they win an attack, put a +1/+1 counter on Fervent Supporters.",1,1,,,,L,125,Common,0,dedication_Light_1.png,Common.png,frame_Unit_Light.psd,L125,12,012-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L125",,,,,,,,,,,,,,
"If this unit is hexed, sacrifice it.",Common Light Unit,Pure Believer,,Unit,Human Templar,Light,3,1,"If Pure Believer becomes Hexed, sacrifice it.",2,3,,,§§^They flagellate themselves for each impure thought they have. Think what they would do with yours.^,L,126,Common,0,dedication_Light_1.png,Common.png,frame_Unit_Light.psd,L126,28,028-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L126",,,,,,,,,,,,,,
Flying and Rescue,Uncommon Light Unit,Lydarian Airknight,,Unit,Dwarf Soldier,Light,5,1,"%Flying%§§%Rescue% {6}{L} ^(Put this unit into play in the same space as a unit you control that is being attacked, and assign the attacking unit to this. Play this ability only if you control a Light territory.)^",3,3,,,,L,127,Uncommon,1,dedication_Light_1.png,Uncommon.png,frame_Unit_Light.psd,L127,20,020-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L127",,,,,,,,,,,,,,
"When this unit comes into play or wins an attack, if you have less cards in your hand than an opponent, draw a card. (Confessor)",Uncommon Light Unit,Merenthian Confessor,,Unit,Human Cleric,Light,4,2,"%Hallowed% Ñ When you summon Merenthian Confessor or he wins an attack, if you have less cards in your hand than an opponent, draw a card.",2,2,,,,L,128,Uncommon,1,dedication_Light_2.png,Uncommon.png,frame_Unit_Light.psd,L128,22,022-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L128",,,,,,,,,,,,,,
"£- target unit gets guard +X, where X is this unit's defense",Uncommon Light Unit,Reinforcing Golem,,Unit,Golem,Light,3,1,"Pay {1}, £: Target unit gets %Guard +X% until the end of the turn, where X is Reinforcing Golem's Defense. ^(Add +X to that unit's defense rolls this turn.)^",1,4,,,,L,129,Uncommon,1,dedication_Light_1.png,Uncommon.png,frame_Unit_Light.psd,L129,29,029-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L129",,,,,,,,,,,,,,
Players may not banish cards from discard piles to pay costs for spells or abilities.,Uncommon Light Unit,Magistrate of Imariton,,Unit,Human Cleric,Light,6,2,Players may not banish cards from discard piles to pay costs for spells or abilities.,2,2,,,"§§^The new district Magistrate's first order of business was to post rules dealing with the heretics on the door of the Church. It stretched on for 20 feet, listing the prohibitions the Orthodoxy enacted in every known language.^",L,130,Uncommon,1,dedication_Light_2.png,Uncommon.png,frame_Unit_Light.psd,L130,26,026-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L130",,,,,,,,,,,,,,
"When this unit comes into play, you may search your deck for a charm, reveal it and put it into your hand.",Rare Light Unit,Charmweaver,,Unit,Human Wizard,Light,3,1,"When you summon Charmweaver, you may search your deck for a Charm spell card, reveal it and draw it. Then, shuffle your deck.",2,2,,,,L,131,Rare,2,dedication_Light_1.png,Rare.png,frame_Unit_Light.psd,L131,45,045-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L131",,,,,,,,,,,,,,
"Whenever a unit an opponent controls dies, banish it.",Rare Light Unit,Rite-Speaker Priest,,Unit,Human Cleric,Light,2,2,"Whenever a unit an opponent controls dies, banish it.",2,1,,,,L,132,Rare,2,dedication_Light_2.png,Rare.png,frame_Unit_Light.psd,L132,45,045-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L132",,,,,,,,,,,,,,
"Ranith, Dawn's Prophet",Rare Light Unit,"Ranith, Dawn's Prophet",Legendary,Unit,Human Wizard,Light,4,2,"When Ranith, Dawn's Prophet comes under your control, remove all +1/+1 counters from units your opponents control.§§Units your opponents control cannot have +1/+1 counters placed in them.",3,3,,,,L,133,Rare,2,dedication_Light_2.png,Rare.png,frame_Unit_Light.psd,L133,45,045-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L133",,,,,,,,,,,,,,
"Rescue, counterattack, flying",Rare Light Unit,"Malakai, Seraph of Battle",Legendary,Unit,Angel Soldier,Light,7,1,"%Flying%, %Counterattack%§§%Rescue% {3}{L} ^(Put this unit into play in the same space as a unit you control that is being attacked, and assign the attacking unit to this. Play this ability only if you control a Light territory.)^",5,3,,,,L,134,Rare,2,dedication_Light_1.png,Rare.png,frame_Unit_Light.psd,L134,45,045-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L134",,,,,,,,,,,,,,
charm - unit gets +1/+2,Common Light Spell,Armor of Faith,Charm,Spell,Protection,Light,1,1,Charm target unit. Charmed unit gains +1/+2.,,,,,,L,135,Common,0,dedication_Light_1.png,Common.png,frame_Spell_Light.psd,L135,45,045-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L135",,,,,,,,,,,,,,
charm - unit gains counterattack,Common Light Spell,Ardent Defense,Charm,Spell,Enchantment,Light,4,2,"Charm target unit. Charmed unit gains %Counterattack% ^(when this unit is attacked, if it survives the attack, it may attack the unit that attacked it)^.",,,,,,L,136,Common,0,dedication_Light_2.png,Common.png,frame_Spell_Light.psd,L136,45,045-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L136",,,,,,,,,,,,,,
Inquisitor's Glare - units you control get +1/+1 until the end of the turn. Any player may discard a shadow card to prevent this effect.,Common Light Spell,Night Raids,Strategic,Spell,Enchantment,Light,2,2,Units you control get +2/+2 until the end of the turn. Any player may discard a Shadow card to prevent this effect.,,,,,,L,137,Common,0,dedication_Light_2.png,Common.png,frame_Spell_Light.psd,L137,20,020-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L137",,,,,,,,,,,,,,
"Target unit gains +1/+1 until the end of the turn. If that unit is adjacent to a shadow unit, you may attack that unit.",Common Light Spell,Zealot's Inspiration,Strategic,Spell,Protection,Light,3,1,"Target unit you control gains +1/+1. If target unit is adjacent to a Shadow unit, you may have your unit advance on or attack that unit. ^(This does not count as that unit's action for the turn.)^",,,,,,L,138,Common,0,dedication_Light_1.png,Common.png,frame_Spell_Light.psd,L138,50,050-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L138",,,,,,,,,,,,,,
Target unit gains Guard. +5 until the end of the turn.,Common Light Spell,Hold Fast,Tactical,Spell,Protection,Light,2,1,Target unit gains %Guard +5% until the end of the turn. ^(Add +5 to that unit's defense rolls this turn.)^,,,,,,L,139,Common,0,dedication_Light_1.png,Common.png,frame_tactical_Spell_Light.psd,L139,37,037-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L139",,,,,,,,,,,,,,
"Kill target attacking unit. If that unit was a Shadow unit, draw a card.",Uncommon Light Strategy,Slain for the Cause,Tactical,Spell,Destruction,Light,6,3,"Kill target attacking unit. If that unit was a Shadow unit, draw a card.",,,,,"§§^""The central problem is how do you kill that whose blood us unworthy to stain your sword?""§Ñ Letter from Averret to Lynni Traal^",L,140,Uncommon,1,dedication_Light_3.png,Uncommon.png,frame_tactical_Spell_Light.psd,L140,38,038-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L140",,,,,,,,,,,,,,
hex - unit can't attack.,Uncommon Light Spell,Pacify,Charm,Spell,Enchantment,Light,2,1,Charm target unit. Charmed unit can't attack.,,,,,,L,141,Uncommon,1,dedication_Light_1.png,Uncommon.png,frame_Spell_Light.psd,L141,14,014-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L141",,,,,,,,,,,,,,
Counter target necromancy spell.,Uncommon Light Spell,Grave Rebuke,Tactical,Spell,Negation,Light,4,2,Counter target attempted Necromancy spell.,,,,,,L,142,Uncommon,1,dedication_Light_2.png,Uncommon.png,frame_tactical_Spell_Light.psd,L142,15,015-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L142",,,,,,,,,,,,,,
Units you control can't be the target of shadow spells and cannot be in battle by shadow units until the end of the turn.,Uncommon Light Spell,Shield of Faith,Tactical,Spell,Protection,Light,2,1,Units you control can't be the target of Shadow spells and cannot be attacked by Shadow units until the end of the turn.,,,,,,L,143,Uncommon,1,dedication_Light_1.png,Uncommon.png,frame_tactical_Spell_Light.psd,L143,1,001-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L143",,,,,,,,,,,,,,
Banish target shadow unit. That unit's owner may not play spells or cast units until the beginning of your next turn.,Rare Light Spell,Glare of the Inquisitor,Tactical,Spell,Destruction,Light,4,2,Banish target unit. That unit's owner may not play spells or units this turn if the banished unit was a Shadow unit.,,,,,,L,144,Rare,2,dedication_Light_2.png,Rare.png,frame_tactical_Spell_Light.psd,L144,52,052-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L144",,,,,,,,,,,,,,
"Charm - unit gets +3/+3 and flying. When it does, put a 3/3 angel into play where it died.",Rare Light Spell,Angelic Guardian,Charm,Spell,Conjuration,Light,6,2,"Charm target unit. Charmed unit gets +3/+3 and has %Flying%.§§When charmed unit dies, put a 3/3 Valkyrie unit token with %Flying% into play where it died.",,,,,,L,145,Rare,2,dedication_Light_2.png,Rare.png,frame_Spell_Light.psd,L145,23,023-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L145",,,,,,,,,,,,,,
Put target unit into its owner's deck anywhere you choose.,Rare Light Spell,Erase from History,Strategic,Spell,Destruction,Light,5,1,Put target enemy unit into its owner's deck anywhere you choose.,,,,,"§§^""A name is removed from memory as easily as a gravestone is shattered. Remember that.""§Ñ Gaalen, the Culling Star",L,146,Rare,2,dedication_Light_1.png,Rare.png,frame_Spell_Light.psd,L146,29,029-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - L146",,,,,,,,,,,,,,
